year_month;cloud_provider;account_id;environment;total_list_cost;total_net_cost;total_on_demand_cost;total_amortized_cost;total_forecast_monthly_cost;total_budget_amount;avg_budget_utilization_pct;avg_cost_variance_7d_pct;avg_cost_variance_30d_pct;anomaly_count;row_count
2023-08;Azure;acct-005;dev;700.498;528.651;379.951;49.132;1.220.251;192222.34;0.0006347826086956522;0.08985217391304347;0.10898260869565218;0;23
2023-08;Azure;acct-005;prod;9.300.166;7.327.724;2.226.587;6.190.533;28.776.206;3811344.96;0.0007639999999999999;0.08080666666666667;0.08689866666666667;0;75
2023-08;Azure;acct-005;staging;1.778.693;1.417.759;924.822;1.287.306;9.780.117;475585.26;0.0019677419354838708;0.0773032258064516;-0.02610967741935484;0;31
2023-08;Azure;acct-006;dev;445.513;340.634;248.233;319.191;1.148.015;125026.2;0.0009533333333333334;-0.0038933333333333346;0.17233333333333334;0;15
2023-08;Azure;acct-006;prod;10.826.446;8.244.246;2.950.594;7.103.762;31.388.674;5468565.78;0.0005962264150943397;0.06289339622641509;0.06239622641509434;0;106
2023-08;Azure;acct-006;staging;2.847.505;2.233.531;1.384.045;2.032.583;663.798;713239.4;0.000958695652173913;0.03842173913043478;0.02448260869565217;0;46
2023-08;Azure;acct-007;dev;758.624;563.912;400.222;517.864;3.981.287;173461.73;0.002285714285714286;0.03219047619047619;0.06524285714285713;0;21
2023-08;Azure;acct-007;prod;12.173.189;9.465.091;350.723;820.828;37.060.884;4870478.7;0.0007652631578947369;0.07392526315789473;0.06495894736842105;0;95
2023-08;Azure;acct-007;staging;2.295.057;1.818.804;920.018;1.609.827;9.135.596;566077.0;0.0017000000000000001;0.09695526315789474;0.09641842105263158;0;38
2023-08;Azure;acct-008;dev;72.143;586.921;43.492;55.137.299.999.999.900;1.775.533;192057.29;0.0009916666666666667;0.06875833333333332;0.09267083333333333;0;24
2023-08;Azure;acct-008;prod;1.421.686;10.841.393;3.705.154;9.237.957;43.987.204;5915988.65;0.0007373913043478261;0.07125565217391304;0.008013043478260871;0;115
2023-08;Azure;acct-008;staging;1.973.263;1.484.755;875.706;1.322.501;11.125.496;584937.91;0.0019210526315789473;0.035589473684210525;0.04714473684210527;0;38
2023-08;Azure;acct-009;dev;6.983.970.000.000.000;51.658;390.246;477.554;1.810.636;156788.06;0.0011684210526315788;0.05428947368421052;0.06820526315789474;0;19
2023-08;Azure;acct-009;prod;9.625.009;735.602;2.832.814;6.384.952;30.214.827.999.999.900;4347185.06;0.0006976470588235294;0.04368588235294118;0.06393176470588235;0;85
2023-08;Azure;acct-009;staging;1.811.102;1.478.318;799.304;1.247.334;4.449.894;497751.74;0.000896875;0.033618749999999996;0.008146875000000001;0;32
2023-08;Azure;acct-010;dev;345.473;281.538;20.38;253.377;579.353;117438.0;0.0004933333333333334;0.03362;0.05940666666666668;0;15
2023-08;Azure;acct-010;prod;11.329.687;8.800.499;3.028.488;7.536.591;35.100.522;4721857.89;0.0007666666666666667;0.03642043010752689;0.09189462365591398;0;93
2023-08;Azure;acct-010;staging;2.345.735;1.810.654;994.849;1.598.954;10.241.966;653516.77;0.0016116279069767442;0.04157674418604651;0.0680953488372093;0;43
2023-08;GCP;acct-001;dev;87.961;66.915;479.732;613.151;1.490.313;192133.24;0.0007826086956521738;0.09174347826086957;0.04264782608695652;0;23
2023-08;GCP;acct-001;prod;9.918.134;7.863.389.999.999.990;2.936.736;680.427;32.222.673;4574438.6;0.0007157303370786518;0.0661438202247191;0.042016853932584274;0;89
2023-08;GCP;acct-001;staging;2.014.041;1.565.591;822.233;1.344.128;51.026.210.000.000.000;581926.79;0.0008789473684210526;0.0714578947368421;0.04885263157894736;0;38
2023-08;GCP;acct-002;dev;7.245.270.000.000.000;569.356;412.539;52.772.999.999.999.900;3.310.901;193955.74;0.0016125;0.05582083333333334;0.045987499999999994;0;24
2023-08;GCP;acct-002;prod;1.106.667;8.549.147;3.379.454;7.477.431;31.321.861;5551248.71;0.0005712962962962963;0.0390537037037037;0.046677777777777776;0;108
2023-08;GCP;acct-002;staging;2.357.875;1.909.348;978.071;1.669.337;9.488.305;658394.12;0.0014571428571428572;0.05337619047619048;0.07880952380952382;0;42
2023-08;GCP;acct-003;dev;1.247.441;980.499;704.015;892.684;4.332.083;241510.71;0.0019033333333333333;0.04447333333333334;0.03440666666666667;0;30
2023-08;GCP;acct-003;prod;10.836.942.999.999.900;8.400.012;2.553.362;7.092.037;26.938.451;5070778.89;0.0005272727272727272;0.061940404040404046;0.028201010101010098;0;99
2023-08;GCP;acct-003;staging;2.189.868;1.643.168;804.452;1.420.562;7.872.903;629550.94;0.001273170731707317;0.05509512195121952;0.05108780487804877;0;41
2023-08;GCP;acct-004;dev;595.763;455.328;346.364;41.681.400.000.000.000;1.008.983;132528.37;0.0007624999999999999;0.08216875;-0.062424999999999994;0;16
2023-08;GCP;acct-004;prod;8.966.566;6.931.043;2.414.665;591.38;32.027.115;4434071.42;0.0006942528735632184;0.06944597701149426;0.04699310344827586;0;87
2023-08;GCP;acct-004;staging;23.689.849.999.999.900;1.800.938;1.051.719;1.631.678;8.268.515;700147.83;0.0012304347826086956;0.05411521739130435;0.07501304347826088;0;46
2023-08;GCP;acct-005;dev;376.324;28.607.300.000.000.000;189.863;262.038;1.538.858;102336.31;0.0016692307692307692;0.05462307692307692;-0.02541538461538462;0;13
2023-08;GCP;acct-005;prod;13.252.329;10.230.746;3.456.733;8.781.359;39.276.373;5957949.35;0.0006646551724137931;0.045166379310344826;0.026450862068965516;0;116
2023-08;GCP;acct-005;staging;2.347.276;18.078.979.999.999.900;1.039.948;1.571.327;5.713.168.000.000.000;505881.13;0.0011484848484848483;0.04093636363636364;0.060384848484848486;0;33
2023-08;GCP;acct-006;dev;721.734;558.511;42.254;510.653;19.929.500.000.000.000;204321.89;0.0009833333333333332;0.008424999999999997;0.06724999999999999;0;24
2023-08;GCP;acct-006;prod;9.773.985;7.376.143;2.666.699;6.376.918.000.000.000;39.225.486;4672000.79;0.00086;0.048712222222222226;0.04707777777777778;0;90
2023-08;GCP;acct-006;staging;1.480.726;1.140.317;6.421.979.999.999.990;1.003.842;3.726.608;418672.27;0.0008740740740740741;0.06413703703703703;0.10162962962962964;0;27
2023-08;GCP;acct-007;dev;98.792;746.115;555.949;68.542;234.252;242930.89;0.00095;0.023949999999999996;-0.019459999999999998;0;30
2023-08;GCP;acct-007;prod;7.171.728;5.777.693;2.303.692;5.048.393;26.175.272.999.999.900;3453917.55;0.0007582089552238806;0.02619402985074627;0.06067761194029851;0;67
2023-08;GCP;acct-007;staging;2.521.783;1.928.876;1.025.961;1.687.263;7.887.783;641630.34;0.0013047619047619047;0.03433095238095238;0.039407142857142856;0;42
2023-08;GCP;acct-008;dev;75.317;570.217;42.830.799.999.999.900;53.945;1.223.907;194976.89;0.0006125;-0.051929166666666665;0.019362499999999998;0;24
2023-08;GCP;acct-008;prod;9.765.112;7.421.695;2.945.146;6.452.755;26.037.223;4352549.99;0.0005918604651162791;0.06297558139534884;0.06109186046511628;0;86
2023-08;GCP;acct-008;staging;1.784.159;1.354.514;775.274;122.908;5.573.799;565117.92;0.0010138888888888888;0.02043611111111111;0.051025;0;36
2023-08;GCP;acct-009;dev;63.678.000.000.000.000;519.488;380.909;476.575;1.360.069;143446.09;0.0009555555555555555;0.07697777777777777;-0.023505555555555564;0;18
2023-08;GCP;acct-009;prod;11.298.919;8.715.697;3.344.428;7.568.722;27.344.654;5437820.06;0.0005074766355140187;0.06127009345794392;0.05888785046728971;0;107
2023-08;GCP;acct-009;staging;3.414.569;2.663.474;1.356.024;2.291.981;12.812.746;741573.16;0.0017380000000000002;0.064436;0.033746;0;50
2023-08;GCP;acct-010;dev;393.998;29.589.000.000.000.000;221.819;272.927;1.471.872;11.963.148.999.999.900;0.001257142857142857;0.05275;0.09415714285714286;0;14
2023-08;GCP;acct-010;prod;11.276.129;8.693.453;3.326.918;7.602.029;29.312.137;4756672.48;0.0006263736263736264;0.06279450549450549;0.007142857142857141;0;91
2023-08;GCP;acct-010;staging;224.719;1.763.444;1.040.141;1.594.588;5.098.441;633089.22;0.0008214285714285715;0.030028571428571432;-0.003104761904761904;0;42
2023-09;AWS;acct-001;dev;700.563;56.179;422.746;514.059;271.294;159820.71;0.0017500000000000003;0.08417;0.097915;0;20
2023-09;AWS;acct-001;prod;6.598.041;5.357.314;2.005.269;4.677.316;19.291.549;3075325.0;0.0006366666666666667;0.045221666666666674;0.025971666666666667;0;60
2023-09;AWS;acct-001;staging;25.232.479.999.999.900;1.922.948;1.127.748;1.717.526;6.087.038;6.879.960.700.000.000;0.0008772727272727273;0.018288636363636365;-0.04682954545454545;0;44
2023-09;AWS;acct-002;dev;637.628;512.724;41.296;470.147;212.377;170991.24;0.0013;0.08074761904761904;0.09693809523809523;0;21
2023-09;AWS;acct-002;prod;10.386.154;7.953.868;2.953.669;6.917.447.999.999.990;24.284.611;4210359.04;0.0005939759036144578;0.022455421686746985;0.02476144578313253;0;83
2023-09;AWS;acct-002;staging;2.446.249;1.905.437;1.016.385;1.693.102;7.602.363;671963.65;0.001159090909090909;0.040979545454545456;-0.002743181818181815;0;44
2023-09;AWS;acct-003;dev;9.053.399.999.999.990;730.494;573.256;666.991;2.181.514;195094.63;0.0011125;0.0569;0.03500833333333333;0;24
2023-09;AWS;acct-003;prod;9.896.763;7.584.068;2.745.583;6.588.118;32.510.074.999.999.900;4233364.44;0.0007666666666666667;0.04742142857142857;0.08117380952380952;0;84
2023-09;AWS;acct-003;staging;2.291.494;1.818.708;1.058.981;16.112.800.000.000.000;6.204.544;639871.81;0.0009951219512195123;0.05094878048780487;0.05251219512195122;0;41
2023-09;AWS;acct-004;dev;722.145;586.273;413.297;526.624;405.813;142659.94;0.0030941176470588236;0.020488235294117647;-0.04655294117647059;0;17
2023-09;AWS;acct-004;prod;9.195.529;7.085.653;2.647.393;6.118.981;27.734.974;3936048.92;0.000706578947368421;0.04778552631578947;0.03940789473684211;0;76
2023-09;AWS;acct-004;staging;2.347.785;1.789.506;880.034;1.533.438;5.490.838;557090.96;0.0009783783783783783;0.08948108108108108;0.07826756756756757;0;37
2023-09;AWS;acct-005;dev;656.961;489.507;371.894;450.051;230.563;200917.69;0.0010958333333333334;0.07327083333333333;0.05433333333333334;0;24
2023-09;AWS;acct-005;prod;11.990.325;9.250.233.000.000.000;3.532.018;7.980.577;3.640.958;4861125.19;0.0007663157894736843;0.049748421052631574;0.08059473684210526;0;95
2023-09;AWS;acct-005;staging;1.804.413;1.379.221;730.544;1.216.528;3.948.904;473604.18;0.0008419354838709676;0.07491935483870968;0.027516129032258065;0;31
2023-09;AWS;acct-006;dev;865.926;681.722;527.894;619.484;2.359.146;217279.38;0.0010666666666666667;0.028499999999999994;0.08152592592592593;0;27
2023-09;AWS;acct-006;prod;11.229.109;9.030.666;2.702.634;7.667.931;28.720.661.999.999.900;4574342.11;0.0006244444444444444;0.07910888888888888;0.08543333333333333;0;90
2023-09;AWS;acct-006;staging;1.724.629;13.756.640.000.000.000;842.388;1.238.016;6.345.893;48.912.016.000.000.000;0.0012875;0.063603125;0.07264375;0;32
2023-09;AWS;acct-007;dev;62.536.300.000.000.000;45.727.599.999.999.900;329.729;426.762;1.138.834;143479.58;0.0007823529411764706;0.013570588235294116;0.04540588235294118;0;17
2023-09;AWS;acct-007;prod;1238.17;9.620.541;2.854.054;811.873;44.889.923;4704996.37;0.0009494623655913979;0.054020430107526884;0.05748817204301075;0;93
2023-09;AWS;acct-007;staging;2.779.618;213.317;1.268.878;1.893.701;8.122.888;614717.52;0.00128;0.042185;0.059199999999999996;0;40
2023-09;AWS;acct-008;dev;709.018;540.839;416.216;50.326;1.309.637;169344.46;0.0007999999999999999;0.026904761904761904;0.041042857142857145;0;21
2023-09;AWS;acct-008;prod;14.358.488;1.131.809;4.211.068;9.731.868.000.000.000;43.484.526;5248850.7;0.0008339805825242719;0.036232038834951456;0.04009805825242719;0;103
2023-09;AWS;acct-008;staging;1.875.642;1.444.456;806.392;1.309.013;5.253.081;51.444.933.999.999.900;0.0010147058823529412;0.07335882352941175;0.11499411764705883;0;34
2023-09;AWS;acct-009;dev;808.275;588.487;435.911;524.533;22.023.930.000.000.000;172062.0;0.0012952380952380952;0.060642857142857144;0.052533333333333335;0;21
2023-09;AWS;acct-009;prod;10.209.906;7.701.768;2.859.905;664.891;36.210.277;4213915.03;0.0008641975308641975;0.039841975308641975;0.03573333333333333;0;81
2023-09;AWS;acct-009;staging;2.500.418;1.888.294;1.034.228;1.650.942;6.424.286;571067.22;0.0011526315789473684;0.08648421052631579;0.03523157894736842;0;38
2023-09;AWS;acct-010;dev;687.096;530.925;372.306;486.697;1.251.009;169376.43;0.0007428571428571429;0.1066;-0.011971428571428577;0;21
2023-09;AWS;acct-010;prod;11.689.387;8.903.586;2.924.632;7.552.074;30.574.424;5054193.46;0.0006292929292929293;0.04045151515151515;0.0640111111111111;0;99
2023-09;AWS;acct-010;staging;2.329.297;18.904.479.999.999.900;94.639;1.628.154;6.033.372;599996.23;0.001;0.016112820512820515;0.04674102564102564;0;39
2023-09;Azure;acct-001;dev;1.100.245;839.514;63.953.199.999.999.900;77.96;3.079.359;190659.92;0.0016208333333333333;-0.002583333333333331;0.08191666666666667;0;24
2023-09;Azure;acct-001;prod;1.108.155;8.456.971;2.748.762;7.149.462;37.798.202;4868700.95;0.000798936170212766;0.0593436170212766;0.06787234042553192;0;94
2023-09;Azure;acct-001;staging;2.204.738;174.846;851.732;1.519.192;6.710.096;584386.25;0.001144736842105263;0.09767631578947368;0.06178684210526316;0;38
2023-09;Azure;acct-002;dev;10.839.399.999.999.900;838.631;603.939;756.477;2.775.897;226604.34;0.0012035714285714286;0.013935714285714286;0.07507142857142857;0;28
2023-09;Azure;acct-002;prod;9.255.615;7.147.298;2.309.887;6.053.342;2.799.456;4210360.82;0.0006879518072289157;0.025669879518072293;0.05119156626506024;0;83
2023-09;Azure;acct-002;staging;2.682.919;2.113.005;1.096.938;1.862.412;6.963.754;642127.75;0.0010926829268292683;0.05036585365853658;0.03908536585365854;0;41
2023-09;Azure;acct-003;dev;724.444;554.591;428.392;505.305;1.393.091;183045.82;0.000809090909090909;0.058277272727272726;0.008927272727272733;0;22
2023-09;Azure;acct-003;prod;9.230.042;7.198.694;2.934.557;6.245.356;29.233.807;4722965.42;0.0006380434782608696;0.05258695652173913;0.0817695652173913;0;92
2023-09;Azure;acct-003;staging;17.147.209.999.999.900;1.329.111;725.214;1.163.211;5.159.796;562164.54;0.0009166666666666668;0.10880555555555556;0.0661111111111111;0;36
2023-09;Azure;acct-004;dev;729.895;550.619;40.936;48.725.699.999.999.900;19.992.079.999.999.900;172120.29;0.0012142857142857144;0.051842857142857156;0.00792857142857143;0;21
2023-09;Azure;acct-004;prod;9.611.359;7.647.438;2.632.137;6.538.275;30.150.595;4333382.92;0.0007105882352941177;0.024364705882352945;0.01855764705882353;0;85
2023-09;Azure;acct-004;staging;2.592.229;2.049.737;10.751.270.000.000.000;1.799.425;12.097.796;607526.44;0.0021024999999999998;0.045532500000000004;0.051379999999999995;0;40
2023-09;Azure;acct-005;dev;450.696;362.263;27.500.999.999.999.900;339.614;169.367;127804.17;0.0013875;0.05514375;-0.009662499999999997;0;16
2023-09;Azure;acct-005;prod;10.349.352.000.000.000;8.061.069;2.942.894;6.927.691;31.601.248;4777507.51;0.0006870967741935483;0.03640322580645161;0.1373010752688172;0;93
2023-09;Azure;acct-005;staging;2.087.299;1.623.688;92.209;1.426.624;4.790.873;573145.2;0.0008405405405405405;0.05727027027027026;-0.011829729729729727;0;37
2023-09;Azure;acct-006;dev;1.068.893;843.279;61.383.500.000.000.000;770.067;5.446.611;199785.7;0.0028041666666666666;0.0343;0.036679166666666665;0;24
2023-09;Azure;acct-006;prod;10.306.594;7.870.361;3.342.565;6.920.847;34.376.125;4415526.03;0.0007872093023255813;0.06483023255813954;0.015109302325581397;0;86
2023-09;Azure;acct-006;staging;3.212.281;2.488.197;1.433.601;2.169.788;9.049.494;728661.7;0.00121875;0.04100416666666667;0.08161041666666667;0;48
2023-09;Azure;acct-007;dev;862.997;685.751;534.504;640.828;4.001.045;218733.63;0.0019037037037037037;0.07042222222222222;0.10737407407407407;0;27
2023-09;Azure;acct-007;prod;11.411.826;8.900.207;3.354.364;7.781.969;36.467.656;5087252.04;0.0007181818181818181;0.06152121212121212;0.10466464646464647;0;99
2023-09;Azure;acct-007;staging;1.764.537;1.346.165;769.066;1.195.964;3.876.972;458694.96;0.0008699999999999999;0.12085333333333333;0.03559333333333334;0;30
2023-09;Azure;acct-008;dev;748.726;588.129;432.704;540.224;2.371.988;142281.57;0.0016352941176470588;0.10661764705882353;0.06728235294117646;0;17
2023-09;Azure;acct-008;prod;10.801.768;8.455.502;3.040.456;7.269.991;39.501.288;4861862.26;0.0008541666666666667;0.040271875;0.0558625;0;96
2023-09;Azure;acct-008;staging;2.390.803;1.884.859;12.318.509.999.999.900;1.698.654;8.553.239;611627.1;0.001385;0.047455000000000004;0.035050000000000005;0;40
2023-09;Azure;acct-009;dev;46.417.300.000.000.000;343.378;258.754;312.942;196.12;139603.06;0.001535294117647059;0.05763529411764706;0.1321;0;17
2023-09;Azure;acct-009;prod;10.777.085;8.279.252;2.972.723;704.071;29.606.491;4740921.08;0.0006322580645161291;0.04330537634408602;0.04456129032258064;0;93
2023-09;Azure;acct-009;staging;28.443.149.999.999.900;2.240.026;1.208.208;1.950.981;12.392.783;743165.98;0.001646938775510204;0.06218979591836735;0.11466938775510205;0;49
2023-09;Azure;acct-010;dev;639.526;475.649;37.42;44.164;2.590.946;155849.19;0.0017105263157894738;0.08171052631578947;0.11932631578947368;0;19
2023-09;Azure;acct-010;prod;10.574.683;8.134.822;2.442.537;6.920.572;33.447.307;4569705.39;0.0007344444444444445;0.01591222222222222;0.040031111111111115;0;90
2023-09;Azure;acct-010;staging;1.930.585;1.561.207;915.107;1.385.195;7.410.254;517932.54;0.001461764705882353;0.01883235294117647;0.07663529411764705;0;34
2023-09;GCP;acct-001;dev;802.995;624.549;473.678;592.401;2.823.501;212012.6;0.0013307692307692306;0.11275384615384615;0.029200000000000004;0;26
2023-09;GCP;acct-001;prod;10.848.149;8.459.909;2.785.507;7.357.544;28.321.761;5210920.25;0.0005568627450980392;0.060599019607843134;0.09576372549019607;0;102
2023-09;GCP;acct-001;staging;2.268.996;1.745.459;945.844;1.506.239;499.339;642752.45;0.000769047619047619;0.1046;-0.022276190476190477;0;42
2023-09;GCP;acct-002;dev;744.137;555.677;408.677;515.507;1.862.561;212936.02;0.0009;0.044556000000000005;0.069008;0;25
2023-09;GCP;acct-002;prod;9.924.594.999.999.990;768.261;2.830.832;6.585.409;36.379.719;4835735.12;0.000753763440860215;0.044680645161290326;0.030799999999999998;0;93
2023-09;GCP;acct-002;staging;1.940.964;150.196;787.214;1.310.924;6.128.134;494721.99;0.001265625;0.0400375;0.033856250000000004;0;32
2023-09;GCP;acct-003;dev;89.069;671.421;516.225;620.494;2.504.316;229015.01;0.0011035714285714286;0.032664285714285715;0.06258928571428571;0;28
2023-09;GCP;acct-003;prod;8.987.715;6.730.836;229.401;5.789.303;30.846.751;4072540.18;0.0007560975609756098;0.05786219512195122;0.07971463414634146;0;82
2023-09;GCP;acct-003;staging;2.267.961;1.758.297;983.876;1.573.126;6.809.157;650722.41;0.0010682926829268292;0.03432682926829268;0.00835365853658537;0;41
2023-09;GCP;acct-004;dev;887.123;688.237;505.374;616.483;2.691.287;203809.11;0.0013666666666666669;0.07747916666666667;-0.06463333333333333;0;24
2023-09;GCP;acct-004;prod;12.677.405;9.786.937;34.260.790.000.000.000;8.390.479;29.799.581;5302154.9;0.0005580952380952381;0.07286;0.051543809523809526;0;105
2023-09;GCP;acct-004;staging;2.543.495;2.069.046;12.725.659.999.999.900;1.831.072;7.179.567;691255.42;0.0010222222222222221;0.02259111111111111;0.054462222222222224;0;45
2023-09;GCP;acct-005;dev;86.733;667.042;49.999;61.971.199.999.999.900;154.584;194771.25;0.0007958333333333333;0.04546666666666666;0.08597500000000001;0;24
2023-09;GCP;acct-005;prod;10.506.092;8.112.452;3.144.797;7.097.249;28.798.565;4574157.94;0.000649438202247191;0.05444269662921348;0.04428539325842697;0;89
2023-09;GCP;acct-005;staging;2.359.036;1.751.952;959.852;152.73;7.175.656;637468.42;0.0011365853658536586;0.07832195121951219;0.05057804878048781;0;41
2023-09;GCP;acct-006;dev;446.535;356.497;268.474;323.944;689.461;100703.45;0.0007;0.10300833333333333;0.08595833333333334;0;12
2023-09;GCP;acct-006;prod;9.665.147;7.397.229;2.206.464;6.370.593;26.026.509;4719948.68;0.0005602150537634408;0.05753225806451613;0.03712150537634409;0;93
2023-09;GCP;acct-006;staging;2.235.458;1.717.924;1.090.688;1.555.306;6.273.063;579798.87;0.0010368421052631578;0.0658;0.03663947368421052;0;38
2023-09;GCP;acct-007;dev;931.243;675.209;506.925;631.501;30.935.310.000.000.000;189031.65;0.0015869565217391302;0.026895652173913046;0.11553478260869564;0;23
2023-09;GCP;acct-007;prod;9.399.224;7.458.554;2.883.908;6.473.085;20.251.258;4423900.81;0.0004586206896551724;0.04061494252873563;0.0023827586206896577;0;87
2023-09;GCP;acct-007;staging;1.738.776;1.362.084;728.376;119.056;50.005.010.000.000.000;512633.94;0.0009941176470588235;0.05643823529411765;-0.02082941176470588;0;34
2023-09;GCP;acct-008;dev;617.682;495.857;35.344;440.115;876.603;167834.65;0.0005142857142857143;0.056038095238095234;0.05721428571428572;0;21
2023-09;GCP;acct-008;prod;10.673.366;8.338.466;2.955.895;7.152.997;31.231.628;4487186.97;0.0006954022988505747;0.03825402298850575;0.09368275862068964;0;87
2023-09;GCP;acct-008;staging;1.939.212;1.564.753;9.223.649.999.999.990;1.360.635;5.400.754;481294.94;0.0011290322580645162;0.04082903225806451;0.03413548387096774;0;31
2023-09;GCP;acct-009;dev;810.737;621.125;46.774.300.000.000.000;571.276;2.706.213;181954.32;0.0014478260869565216;0.032073913043478265;0.04209130434782608;0;23
2023-09;GCP;acct-009;prod;993.725;771.86;2.976.539;6.703.556;24.015.048;4588116.05;0.0005370786516853933;0.023621348314606744;-0.008062921348314607;0;89
2023-09;GCP;acct-009;staging;1.935.774;1.538.891;87.591;1.366.099;6.373.896;597540.61;0.0010512820512820513;0.036717948717948715;-0.0173974358974359;0;39
2023-09;GCP;acct-010;dev;819.082;642.442;502.456;581.578;37.846.840.000.000.000;223640.95;0.0016518518518518518;0.03871851851851851;-0.028296296296296295;0;27
2023-09;GCP;acct-010;prod;1.116.807;8.574.512;2.733.811;7.361.487;2.515.464;4542498.47;0.0005786516853932584;0.05874606741573033;0.03607415730337078;0;89
2023-09;GCP;acct-010;staging;14.945.589.999.999.900;1.165.234;671.447;10.296.170.000.000.000;4.962.818;492280.52;0.000978125;0.006925000000000002;0.1427375;0;32
2023-10;AWS;acct-001;dev;762.565;611.421;46.124;574.139;2.020.402;170482.25;0.0011904761904761906;0.10931904761904762;0.06560952380952381;0;21
2023-10;AWS;acct-001;prod;9.855.363;7.728.248;2.659.475;6.605.995;31.236.682;4390687.19;0.0007082352941176471;0.03686235294117647;0.03010705882352941;0;85
2023-10;AWS;acct-001;staging;4.019.464;3.094.647;1.758.037;2.683.741;14.692.383;955144.73;0.0015114754098360657;0.08000655737704918;0.009993442622950823;0;61
2023-10;AWS;acct-002;dev;618.892;491.239;363.467;458.298;1.132.747;15.647.383.000.000.000;0.0007263157894736842;0.04941052631578948;-0.031547368421052636;0;19
2023-10;AWS;acct-002;prod;10.339.983;7.817.352;2.617.977;6.739.824;31.651.513.999.999.900;4300325.76;0.000751219512195122;0.0003073170731707334;0.05532073170731707;0;82
2023-10;AWS;acct-002;staging;2.258.314;17.976.239.999.999.900;88.405;1.550.872;5.526.554;601932.34;0.0009384615384615385;0.08006410256410257;0.0744948717948718;0;39
2023-10;AWS;acct-003;dev;6.556.869.999.999.990;536.747;392.562;493.832;2.309.458;189189.69;0.0012521739130434782;0.03313043478260869;0.024891304347826087;0;23
2023-10;AWS;acct-003;prod;12.904.663;9.996.268;3.630.384;8.574.286.999.999.990;36.829.555;5159542.72;0.0007189999999999999;0.041414;0.036967999999999994;0;100
2023-10;AWS;acct-003;staging;2.287.572;1.764.592;100.95;1.561.423;513.08;489710.28;0.00106875;0.033587500000000006;-0.023137500000000002;0;32
2023-10;AWS;acct-004;dev;1.114.867;845.082;640.462;762.611;2.500.265;245062.42;0.0010517241379310344;0.039706896551724144;0.08144482758620689;0;29
2023-10;AWS;acct-004;prod;10.709.765;8.348.559;3.080.786;7.236.682;43.973.298;4636767.31;0.0009777777777777777;0.03158333333333334;0.05824666666666666;0;90
2023-10;AWS;acct-004;staging;2.384.451;1.868.686;1.069.897;1.644.854;8.239.198;628896.22;0.0012560975609756098;0.0668609756097561;0.047551219512195125;0;41
2023-10;AWS;acct-005;dev;907.847;697.636;516.347;654.202;33.399.609.999.999.900;187692.78;0.0016565217391304348;0.031347826086956514;0.09939130434782609;0;23
2023-10;AWS;acct-005;prod;10.618.759;8.255.712;3.181.295;7.178.581;26.461.333;4259025.68;0.0006156626506024096;0.05299156626506024;0.07290602409638554;0;83
2023-10;AWS;acct-005;staging;208.276;1.609.453;850.226;1.386.672;6.693.329;531356.27;0.0012235294117647058;0.017717647058823532;0.09650294117647058;0;34
2023-10;AWS;acct-006;dev;654.219;49.413.000.000.000.000;356.906;466.781;209.957;174343.99;0.0012000000000000001;0.035023809523809527;-0.004809523809523812;0;21
2023-10;AWS;acct-006;prod;11.994.904;9.243.758;3.482.838;8.021.293.000.000.000;33.810.377;4748883.18;0.000743010752688172;0.01880752688172043;0.011389247311827956;0;93
2023-10;AWS;acct-006;staging;2.206.429;1.684.271;87.716;1.473.033;6.521.758;589597.4;0.0011128205128205129;0.031948717948717946;0.023923076923076925;0;39
2023-10;AWS;acct-007;dev;1.106.781;869.392;673.473;811.994;3.027.625;239843.71;0.0012466666666666668;0.05877999999999999;0.12082999999999999;0;30
2023-10;AWS;acct-007;prod;11.782.007;915.186;2.837.848;7.782.628;35.429.248;4897782.89;0.0007333333333333333;0.04975833333333333;0.0908625;0;96
2023-10;AWS;acct-007;staging;1.761.064;1.304.782;66.751;1.138.435;7.560.158;453719.74;0.0016633333333333333;0.03323;0.007589999999999999;0;30
2023-10;AWS;acct-008;dev;990.689;739.399;53.68;673.291;3.934.664;234241.59;0.0016214285714285716;0.057310714285714284;0.106625;0;28
2023-10;AWS;acct-008;prod;9.531.315;7.264.934;2.632.613;6.306.393;3.605.514;4560271.06;0.000847191011235955;0.1075685393258427;0.032439325842696626;0;89
2023-10;AWS;acct-008;staging;2.262.514;1.778.441;979.078;156.973;5.245.225;6.200.473.099.999.990;0.0008324999999999999;0.04118;0.04147;0;40
2023-10;AWS;acct-009;dev;1.159.332;889.957;641.973;7.953.540.000.000.000;3.703.213;233500.72;0.0015896551724137932;0.058134482758620695;-0.05589310344827586;0;29
2023-10;AWS;acct-009;prod;13.514.451;1.014.332;3.221.964;8.627.130.999.999.990;4.580.142;5453013.43;0.0008443396226415094;0.05374905660377358;0.05356415094339623;0;106
2023-10;AWS;acct-009;staging;1.864.633;1.448.346;7.524.080.000.000.000;1.244.724;5.377.286;562209.45;0.000954054054054054;0.020705405405405407;0.016124324324324323;0;37
2023-10;AWS;acct-010;dev;972.083;7.626.689.999.999.990;545.702;699.595;2.777.943;219110.43;0.0013;-0.019833333333333338;0.021777777777777778;0;27
2023-10;AWS;acct-010;prod;11.518.174;8.982.654;2.901.667;7.602.058;31.577.595;4688461.33;0.0006868131868131869;0.05076923076923077;0.0710010989010989;0;91
